"","Code","DOI","Country","Site.ID","CID","C.Descrip","M.Year","Units","MeanC","Tree.Feed","Out.SubInd","PrName","TID","T.Descrip","MeanT","VarianceT"
"210","LM0151.2","10.1016/s0301-6226(97)00018-3","Kenya","KARI Mtwapa","T5","Stover Con","NA","kg/d/individual",0.081,"Gliciridia sepium","Weight Gain","Feed Addition","T1..T2","Gliricidia1..Gliricidia2",0.525,NA
"211","LM0151.2","10.1016/s0301-6226(97)00018-3","Kenya","KARI Mtwapa","T5","Stover Con","NA","kg/d/individual",0.081,"Leucaena leucocephala","Weight Gain","Feed Addition","T3..T4","Leucaena1..Leucaena2",0.5745,NA
"212","LM0163","10.1016/j.smallrumres.2005.12.008","Kenya","Pwani University, Kilife","T1","T D Con","NA","g/d/individual",-8,"Pithecellobium dulce","Weight Gain","Feed Addition","T2..T3..T4..T5","T D2..T D3..T D4..T D5",29.46,NA
"213","LM0229","10.1017/S1357729800008080","Kenya","KARI Mtwapa","T1","T1 Napier Grass Diet","1991","kg/d/individual",-0.86,"Leucaena leucocephala","Weight Gain","Feed Addition","T2..T3","T2 (LL) 1 kg leucaena..T3 (LH) 2 kg leucaena",0.195,NA
"214","LM0229","10.1017/S1357729800008080","Kenya","KARI Mtwapa","T1","T1 Napier Grass Diet","1991","kg/d/individual",5.1,"Leucaena leucocephala","Milk Yield","Feed Addition","T2..T3","T2 (LL) 1 kg leucaena..T3 (LH) 2 kg leucaena",5.45,NA
"215","LM0248","10.1016/s0301-6226(99)00004-4","Kenya","Egerton University (Tatton Agricultural Park)","T1","T1 H","1997","g/d/individual",26,"Gliciridia sepium","Weight Gain","Feed Addition","T2","T2 HG",43,NA
"216","LM0248","10.1016/s0301-6226(99)00004-4","Kenya","Egerton University (Tatton Agricultural Park)","T4","T4 HB","1997","g/d/individual",27,"Gliciridia sepium","Weight Gain","Feed Addition","T3","T3 HGB",69,NA
"217","LM0260","10.1023/a:;1005119808090","Kenya","Embu District","T2","Con","1995","kg/d/individual",10.54,"Calliandra calothyrsus","Milk Yield","Feed Addition","T1","Calliandra",10.91,NA
"218","LM0261","10.1023/a:;1005293019581","Kenya","Don Bosco Boys Secondary, Embu","T1","T1 No Calliandra Trial","1994","g/d/individual",2.554,"Calliandra calothyrsus","Weight Gain","Feed Processing-Feed Substitution","T2..T3..T4","T2 5% Calliandra Trial..T3 7.5% Calliandra Trial..T4 10% Calliandra Trial",0.232,NA
"219","LM0266","10.1016/s0921-4488(97)00059-x","Kenya","Kimose, Sheep and Goat","T3","Con male...Con female","1995","kg/d/individual",0.0496,"Acacia brevispica","Weight Gain","Feed Addition","T1","brevispica4 male...brevispica4 female",0.0568,NA
"220","LM0266","10.1016/s0921-4488(97)00059-x","Kenya","Kimose, Sheep and Goat","T3","Con male...Con female","1995","kg/d/individual",0.0496,"Berchemia discolor","Weight Gain","Feed Addition","T4","discolor6 male...discolor6 female",0.0591,NA
"221","LM0266","10.1016/s0921-4488(97)00059-x","Kenya","Kimose, Sheep and Goat","T3","Con male...Con female","1995","kg/d/individual",0.0496,"Terminalia brownii","Weight Gain","Feed Addition","T2","brownii5 male...brownii5 female",0.0616,NA
"222","LM0266","10.1016/s0921-4488(97)00059-x","Kenya","Kimose, Sheep and Goat","T3","Con male...Con female","1995","kg/d/individual",0.0496,"Vachellia nilotica","Weight Gain","Feed Addition","T5","nilotica3 male...nilotica3 female",0.0655,NA
"223","LM0266","10.1016/s0921-4488(97)00059-x","Kenya","Kimose, Sheep and Goat","T3","Con male...Con female","1995","kg/d/individual",0.0496,"Vachellia tortilis","Weight Gain","Feed Addition","T6","tortilis2 male...tortilis2 female",0.0685,NA
"224","LM0280","10.5713/ajas.2000.1249","Kenya","Egerton University (Tatton Agricultural Park)","T3","T D3","1996","kg/d/individual",-0.019,"Gliciridia sepium","Weight Gain","Feed Addition","T2","T D2",0.011,NA
"225","LM0280","10.5713/ajas.2000.1249","Kenya","Egerton University (Tatton Agricultural Park)","T3","T D3","1996","kg/d/individual",-0.019,"Leucaena leucocephala","Weight Gain","Feed Addition","T1","T D1",-0.013,NA
"226","LM0280","10.5713/ajas.2000.1249","Kenya","Egerton University (Tatton Agricultural Park)","T3","T D3","1996","kg/d/individual",0.6,"Gliciridia sepium","Milk Yield","Feed Addition","T2","T D2",0.5,NA
"227","LM0280","10.5713/ajas.2000.1249","Kenya","Egerton University (Tatton Agricultural Park)","T3","T D3","1996","kg/d/individual",0.6,"Leucaena leucocephala","Milk Yield","Feed Addition","T1","T D1",0.6,NA
"228","LM0295","10.1007/s11250-014-0615-4","Ethiopia","Werer Agricultural Research Center (WARC)","T1","T D1 Con","NA","g/d/individual",7.14285714285716,"Prosopis juliflora","Weight Gain","Feed Addition-Feed Processing","T5","T D5",36.1904761904762,NA
"229","LM0295","10.1007/s11250-014-0615-4","Ethiopia","Werer Agricultural Research Center (WARC)","T1","T D1 Con","NA","kg/individual",6.1,"Prosopis juliflora","Meat Yield","Feed Addition-Feed Processing","T5","T D5",8.74,NA
"230","LM0295","10.1007/s11250-014-0615-4","Ethiopia","Werer Agricultural Research Center (WARC)","T1","T D1 Con","NA","kg/individual",11.7,"Prosopis juliflora","Meat Yield","Feed Addition-Feed Processing","T5","T D5",16.86,NA
"231","LM0295","10.1007/s11250-014-0615-4","Ethiopia","Werer Agricultural Research Center (WARC)","T1","T D1 Con","NA","kg/individual",17.12,"Prosopis juliflora","Meat Yield","Feed Addition-Feed Processing","T5","T D5",20,NA
"232","LM0295","10.1007/s11250-014-0615-4","Ethiopia","Werer Agricultural Research Center (WARC)","T1","T D1 Con","NA","kg/individual",17.64,"Prosopis juliflora","Meat Yield","Feed Addition-Feed Processing","T5","T D5",20.48,NA
"233","LM0295","10.1007/s11250-014-0615-4","Ethiopia","Werer Agricultural Research Center (WARC)","T2","T D2","NA","g/d/individual",82.6190476190476,"Prosopis juliflora","Weight Gain","Feed Addition-Feed Processing","T3..T4","T D3..T D4",69.2857142857143,NA
"234","LM0295","10.1007/s11250-014-0615-4","Ethiopia","Werer Agricultural Research Center (WARC)","T2","T D2","NA","kg/individual",9.78,"Prosopis juliflora","Meat Yield","Feed Addition-Feed Processing","T3..T4","T D3..T D4",10.29,NA
"235","LM0295","10.1007/s11250-014-0615-4","Ethiopia","Werer Agricultural Research Center (WARC)","T2","T D2","NA","kg/individual",18.84,"Prosopis juliflora","Meat Yield","Feed Addition-Feed Processing","T3..T4","T D3..T D4",18.815,NA
"236","LM0295","10.1007/s11250-014-0615-4","Ethiopia","Werer Agricultural Research Center (WARC)","T2","T D2","NA","kg/individual",23.38,"Prosopis juliflora","Meat Yield","Feed Addition-Feed Processing","T3..T4","T D3..T D4",22.51,NA
"237","LM0295","10.1007/s11250-014-0615-4","Ethiopia","Werer Agricultural Research Center (WARC)","T2","T D2","NA","kg/individual",24,"Prosopis juliflora","Meat Yield","Feed Addition-Feed Processing","T3..T4","T D3..T D4",23.14,NA
"238","LM0297","10.1007/s11250-012-0227-9","Ethiopia","Mekelle University","T1","T1 Control (No Leucaena)","NA","g/d/individual",53.33,"Leucaena leucocephala","Weight Gain","Feed Substitution","T2..T3..T4","T2 15% Leucaena..T3 30% Leucaena..T4 45% Leucaena",55.18,NA
"239","LM0297","10.1007/s11250-012-0227-9","Ethiopia","Mekelle University","T1","T1 Control (No Leucaena)","NA","kg/individual",21.5,"Leucaena leucocephala","Meat Yield","Feed Substitution","T2..T3..T4","T2 15% Leucaena..T3 30% Leucaena..T4 45% Leucaena",21.9666666666667,NA
"240","LM0322","10.4314/sajas.v48i1.10","Nigeria","FUNAAB, Abeokuta","T1","T1 MOLM0","NA","g/d/individual",55.7,"Moringa oleifera","Weight Gain","Feed Processing-Feed Substitution","T2..T3","T2 MOLM50..T3 MOLM100",65,NA
"241","LM0322","10.4314/sajas.v48i1.10","Nigeria","FUNAAB, Abeokuta","T1","T1 MOLM0","NA","kg/individual",9.7,"Moringa oleifera","Meat Yield","Feed Processing-Feed Substitution","T2..T3","T2 MOLM50..T3 MOLM100",9.9,NA
"242","LM0334","10.4194/1303-2712-v14_3_22","South Africa","Limpopo University","T2","Control 2","NA","g/d/individual",0.028,"Moringa oleifera","Weight Gain","Feed Substitution","T8..T9..T10..T7","MM25..MM50..MM75..MM100",0.019225,NA
"243","LM0335","10.1016/j.livsci.2015.04.019","South Africa","NWU Experimental Farm, Molelwane","T1","T D1  BA","NA","g/d/individual",23.5,"Moringa oleifera","Weight Gain","Feed Addition-Feed Processing","T4..T7..T10","T D2 BA..T D3 BA..T D4 BA",24.1666666666667,NA
"244","LM0335","10.1016/j.livsci.2015.04.019","South Africa","NWU Experimental Farm, Molelwane","T1","T D1  BA","NA","g/individual",820,"Moringa oleifera","Meat Yield","Feed Addition-Feed Processing","T4..T7..T10","T D2 BA..T D3 BA..T D4 BA",920,NA
"245","LM0335","10.1016/j.livsci.2015.04.019","South Africa","NWU Experimental Farm, Molelwane","T1","T D1  BA","NA","g/individual",1175,"Moringa oleifera","Meat Yield","Feed Addition-Feed Processing","T4..T7..T10","T D2 BA..T D3 BA..T D4 BA",1126.66666666667,NA
"246","LM0335","10.1016/j.livsci.2015.04.019","South Africa","NWU Experimental Farm, Molelwane","T2","T D1 OV","NA","g/d/individual",23.5,"Moringa oleifera","Weight Gain","Feed Addition-Feed Processing","T5..T8..T11","T D2 OV..T D3 OV..T D4 OV",23.4,NA
"247","LM0335","10.1016/j.livsci.2015.04.019","South Africa","NWU Experimental Farm, Molelwane","T2","T D1 OV","NA","g/individual",830,"Moringa oleifera","Meat Yield","Feed Addition-Feed Processing","T5..T8..T11","T D2 OV..T D3 OV..T D4 OV",870,NA
"248","LM0335","10.1016/j.livsci.2015.04.019","South Africa","NWU Experimental Farm, Molelwane","T2","T D1 OV","NA","g/individual",1115,"Moringa oleifera","Meat Yield","Feed Addition-Feed Processing","T5..T8..T11","T D2 OV..T D3 OV..T D4 OV",1051.66666666667,NA
"249","LM0335","10.1016/j.livsci.2015.04.019","South Africa","NWU Experimental Farm, Molelwane","T3","T D1 PK","NA","g/d/individual",20.9,"Moringa oleifera","Weight Gain","Feed Addition-Feed Processing","T6..T9..T12","T D2 PK..T D3 PK..T D4 PK",21.7,NA
"250","LM0335","10.1016/j.livsci.2015.04.019","South Africa","NWU Experimental Farm, Molelwane","T3","T D1 PK","NA","g/individual",900,"Moringa oleifera","Meat Yield","Feed Addition-Feed Processing","T6..T9..T12","T D2 PK..T D3 PK..T D4 PK",918.333333333333,NA
"251","LM0335","10.1016/j.livsci.2015.04.019","South Africa","NWU Experimental Farm, Molelwane","T3","T D1 PK","NA","g/individual",1105,"Moringa oleifera","Meat Yield","Feed Addition-Feed Processing","T6..T9..T12","T D2 PK..T D3 PK..T D4 PK",1113.33333333333,NA
"252","LM0349","10.1016/j.smallrumres.2015.02.018","Zimbabwe","Makoholi Research Station","T4","T4 Commercial Sheep Meal Diet","NA","kg/d/individual",0.282847896440129,"Acacia angustissima;Opuntia ficus indica","Weight Gain","Feed Substitution","T1","T1 CACT-AA",0.2355987055,NA
"253","LM0349","10.1016/j.smallrumres.2015.02.018","Zimbabwe","Makoholi Research Station","T4","T4 Commercial Sheep Meal Diet","NA","kg/d/individual",0.282847896440129,"Leucaena leucocephala;Opuntia ficus indica","Weight Gain","Feed Substitution","T2","T2 CACT-LL",0.279449838187702,NA
